latitude,longitude,"City, Country"
69.69755,50.983861,Error
-11.91313,98.023145,Error
46.390185,45.946489,"Привольный, Russia"
-12.052111,147.036563,Not Found
-12.3762,-107.627193,Error
85.83885,-20.557566,Not Found
49.397561,19.124434,"Oravská Lesná, Slovakia"
-31.249815,-87.293159,Error
24.142931,-152.540456,Error
-25.151506,-127.128006,Error
-32.738014,30.094633,Error
34.359099,140.657909,Error
26.08869,3.102426,"In Salah, Algeria"
-57.55445,-99.772216,Error
80.867134,135.087824,Not Found
20.17853,162.410193,Error
-7.522381,67.999195,Error
-6.958097,-2.60083,Error
-87.992041,152.361938,Not Found
71.19371,76.275234,", Russia"
-27.932897,18.009528,", Namibia"
17.916013,-143.905268,Error
-31.151785,-32.629663,Error
34.157692,121.179647,Error
44.431795,70.865133,", Kazakhstan"
30.242,-114.975344,", Mexico"
79.183684,132.56729,Not Found
-63.528252,-160.701913,Error
39.251808,-157.670563,Error
-25.859394,140.080777,"Birdsville, Australia"
-73.508717,-41.912765,Error
42.751267,-151.454761,Error
52.294718,-133.12395,Error
-44.018847,-5.989441,Error
86.982698,96.29512,Not Found
-23.266422,27.737648,"Lephalale Local Municipality, South Africa"
-84.194938,92.571886,Error
-30.272154,131.101676,", Australia"
-28.428506,162.169756,Error
61.37953,-151.121796,", United States"
49.474423,165.257598,Error
-79.91469,158.669716,Error
-77.87382,-32.827369,Error
-88.977849,42.804699,Not Found
62.115856,-155.178192,", United States"
-85.337842,-60.462181,Not Found
-7.458652,-16.851404,Error
-14.308617,-69.373809,"Sandia, Peru"
85.271449,80.544974,Not Found
81.512248,-164.273301,Not Found
75.66911,142.347309,", Russia"
-38.613951,170.10341,Error
57.401806,169.500201,Error
34.519629,54.772326,"دهستان طرود, Iran"
-33.001935,68.414201,Error
57.190663,108.83085,", Russia"
-9.062448,-125.842716,Error
-89.091257,-149.999355,Not Found
52.430733,18.553479,", Poland"
70.06888,-80.963845,", Canada"
30.015838,-49.806328,Error
58.060664,-62.99194,", Canada"
-69.135551,-99.497088,Error
42.069501,147.743399,Error
88.045229,-76.948244,Not Found
62.14427,-10.512384,Error
17.045549,-140.799951,Error
84.497991,45.114904,Not Found
-33.002988,-15.871847,Error
-84.803245,110.332625,Not Found
-65.203237,98.709201,Not Found
-89.578853,-52.465195,Not Found
-31.193738,-51.245314,", Brazil"
83.59566,159.582306,Not Found
80.781849,74.898134,Not Found
-68.813836,94.415204,Error
-68.658005,160.676119,Not Found
84.520228,42.282775,Not Found
61.508984,-64.890876,", Canada"
86.040353,40.538309,Not Found
56.385648,-169.688209,", United States"
41.226074,-159.394956,Error
-16.144853,12.664335,", Angola"
-21.904218,101.077175,Error
-7.459383,-28.198704,Error
55.507706,3.878294,Error
-60.758144,-82.18439,Error
5.057037,122.231135,Error
-57.659344,-164.766502,Error
12.78101,66.15634,Error
86.937008,109.054632,Not Found
16.328035,69.512458,Error
81.568159,-92.791385,", Canada"
35.844347,28.705089,Error
10.942627,125.16781,"Marabut, Philippines"
-16.299957,56.504931,Error
-39.773789,-118.454132,Error
78.74773,-132.392406,Not Found
31.921604,-154.677102,Error
-27.21703,73.606328,Error
7.193091,116.580502,", Malaysia"
23.711631,107.088333,"Tiandong County, China"
-30.225616,138.749389,", Australia"
-54.623091,-114.499927,Error
10.060762,66.813097,Error
-22.699389,-55.913894,"Pedro Juan Caballero, Paraguay"
-72.947238,-109.560367,Error
-67.946777,-62.890181,Not Found
-3.033356,-148.095781,Error
51.465721,-79.496805,", Canada"
-52.436257,-100.427993,Error
84.778257,100.635136,Not Found
0.634947,-155.488034,Error
-38.401154,-94.166021,Error
32.388876,-160.990132,Error
56.879558,-68.582214,"Rivière-Koksoak, Canada"
5.478485,157.97671,Error
-40.857002,144.288964,Not Found
39.465607,-24.879219,Error
71.523671,-1.442445,Error
-84.755582,-125.733908,Not Found
4.047121,-168.675674,Error
68.260455,20.084404,", Sweden"
68.12537,-162.60592,", United States"
43.912876,-52.471869,Error
76.220089,56.926912,Error
10.46809,111.87756,Error
-61.825276,107.341922,Not Found
-34.974387,-24.158419,Error
18.674307,14.590934,", Niger"
9.445906,-55.589153,Error
-89.630746,-32.41168,Not Found
-21.530008,-19.54385,Error
30.502619,78.243519,", India"
83.715905,-55.586334,Not Found
75.362552,-74.28057,Error
50.599395,160.502136,Error
-69.752762,71.606359,Not Found
76.604566,-125.414383,Not Found
9.306702,-87.343193,Error
70.911947,126.325534,", Russia"
-28.964475,64.173352,Error
-47.477731,-91.694543,Error
2.442081,-140.520234,Error
-84.897868,-131.135683,Not Found
-69.103934,127.550134,Error
-26.022753,-45.473038,Error
-16.479485,-134.782139,Error
-42.45117,-27.168164,Error
79.523831,107.918483,Error
38.842119,-139.757442,Error
-26.655435,30.252572,"Msukaligwa Nu, South Africa"
-33.795433,12.864741,Error
52.18593,-86.255032,"Unorganized Kenora District, Canada"
-19.312192,-83.844483,Error
-80.775083,104.526138,Error
28.984955,-139.219526,Error
-5.248134,3.125933,Error
86.536065,4.301195,Not Found
-36.888828,-135.247314,Error
66.858607,-112.218349,", Canada"
-26.303618,-22.298148,Error
-34.448053,-155.65398,Error
30.77854,115.754788,"Huanggang, China"
39.25577,8.051824,", Italy"
-47.515372,-149.394009,Error
-78.709273,38.896409,Error
-77.501066,6.246864,Error
8.860373,100.526221,", Thailand"
-22.995698,-150.045541,Error
-19.020507,-145.974947,Error
-43.969002,21.297632,Error
-19.675855,-119.574952,Error
56.03461,86.340955,", Russia"
79.364641,68.701067,Not Found
60.58781,-2.445996,Error
41.802944,56.674542,", Uzbekistan"
-66.409171,128.77468,Not Found
85.29544,94.230223,Not Found
-78.430443,-168.490758,Not Found
89.125584,-154.313444,Not Found
48.338966,123.603412,"Hulunbuir, China"
6.552775,65.418301,Error
-84.928431,-102.590482,Not Found
81.182997,115.551929,Not Found
-6.163765,93.162571,Error
-58.485289,-85.370754,Error
-19.019488,159.040846,", France"
-87.120774,41.186122,Not Found
-13.927406,64.080549,Error
-27.726957,27.934981,"Nketoana Nu, South Africa"
-74.465142,53.40124,Error
52.197965,105.383456,", Russia"
-46.467117,-48.037466,Error
-16.713395,-130.171244,Error
-63.819347,-112.025271,Error
51.632459,-103.111022,", Canada"
87.316635,136.24782,Not Found
64.122184,161.73579,", Russia"
31.44084,87.179689,"尼玛镇, China"
30.43585,34.690932,"Ramat Negev Regional Council, Israel"
53.467248,-130.470855,"Area C (South Skeena), Canada"
-60.448602,100.410321,Not Found
47.845237,119.345253,"Hulunbuir, China"
-16.292528,-80.31434,Error
67.716284,103.489222,", Russia"
70.461515,-84.846864,", Canada"
-76.865656,-175.089647,Not Found
-84.785423,142.811336,Not Found
22.272513,165.88046,Error
-72.344133,-52.680918,Error
-69.451331,-69.533304,Not Found
-3.220694,-115.729543,Error
-33.856273,-134.372112,Error
71.352525,81.70305,", Russia"
80.25115,-93.966758,", Canada"
-68.550295,39.052072,Not Found
76.74619,-49.968628,", Greenland"
63.148286,108.478919,", Russia"
75.076713,76.665902,Error
17.834372,150.272148,Error
4.214819,84.211564,Error
42.237039,-171.433665,Error
-60.426199,-160.377322,Error
-5.787975,-152.891124,Error
77.338003,-55.633458,", Greenland"
73.810736,-55.068081,", Greenland"
-3.032094,87.998451,Error
-9.657949,-101.266162,Error
5.384647,54.856679,Error
87.399058,-86.176008,Not Found
55.611624,-6.613863,", United Kingdom"
-71.725579,82.174903,Error
-56.230404,81.655989,Error
-69.429251,-1.035228,Not Found
89.464534,-133.778727,Not Found
-53.0981,81.621956,Error
-22.224218,66.952682,Error
-58.309261,-71.468838,Error
22.832964,63.242909,Error
58.930371,-80.919997,", Canada"
50.967746,147.080484,Error
-16.946119,-82.920999,Error
72.550409,43.171901,Error
59.796982,31.709833,", Russia"
53.747797,-13.057794,Error
